,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,mean_weight
blurb_length,-0.041913460867863836,-0.0026994911586060593,-0.028017519040299123,0.018055636661283635,-0.020953357386958797,-0.027266565191745213,0.004984797816882176,0.011543145944932167,-0.018805879125867227,0.002145782893951146,-0.01995457350333025,-0.01842022880837213,0.0015196612253357592,-0.02307462829831439,0.011656998196603017,0.009569010768697433,-0.020092280543339995,-0.012921849022702638,0.0009320212180544264,0.0032910996020728174,-0.004076175483325294,-0.005754657234097056,-0.0021892532169799387,-0.004294808587931554,-0.0034472150877475015,-0.0010735420976718825,-0.021842585150490944,-0.022739141008890434,0.026782558294991685,0.11619295767784324,0.1002096607909826,-0.3749864888255446,0.3304126010955989,-0.15152628286542894,0.09090943966238257,-0.019489134310651805,0.09125236846345294,0.21234417555918303,-0.08311784884877392,0.08171274340376798,0.0649394314153859,0.07638598133203015,-0.026550980043117945,-0.3287554195409163,0.00494528349966684,-0.1124394575559091,-0.0531725120077763,-0.053896671772256724,-0.04233550202704039,-0.0162600139484946,-0.042142592217878715,0.04897938767171638,0.04400313696849497,0.01326540009771582,-0.0007637754500895246,0.04552252407386138,0.024180514219520607,0.005873062946870387,0.12536185130019353,-0.11173756727596681,0.04814006389724302,-0.05364589447479914,0.24741633816635267,0.012238193531218192,-0.14635061086878973,-0.041896850332940265,-0.14569181174638215,0.002323078938608234,-0.00020241203293063192,-0.04908548170480196,0.5724447024690268,0.03436477689360111,-0.02139402343518486,-0.006014162511372373,-0.008281015464740334,0.00318181949949543,-0.011132771302457944,0.006748227959326505,0.0013540419873324715,0.004818996925456852,0.004534645650084608,-0.004251411732095669,-0.0005589306314105061,-0.004049019189898415,-0.004359240763033939,-0.0008025437966835787,0.0016285514147258338,-0.0018323996975909322,-0.005027712665111722,0.0011606617476195183,0.05254014535262409
usd_goal,0.000932695754226498,-0.005707747198683536,-0.0014536322911210264,-0.009095232213441981,-0.0008374300905688442,0.0016826157371202244,-0.006102223078882692,-0.005319571801537429,0.002578162837993947,-0.00497143987824754,0.0010634682604672152,0.002306724733687912,-0.002925589912860453,-0.0030317790238212072,-0.0028926137087329704,-0.002642201026359904,0.003815317233385726,-0.0022716397147468995,0.0027235826584485106,0.0027904781578158185,-0.005112392508563646,-0.0004459115950847768,-0.008403540597015742,0.004514309024113001,0.010696821824172836,0.004191751237215701,-0.005467060062713872,0.006286351309425106,-0.013686932871084967,-0.008843472832397309,-0.011386063659965417,0.10915148326315893,0.12330471398662857,0.010763790559979183,0.062187609255384094,0.050351328268710215,0.05151366059477143,0.05192931517415188,0.04386077637877638,0.0600979891956053,-0.04093742482634753,0.08015099585195017,0.04929497383061133,0.008429531480808897,0.5134173377234507,-0.022883466894764774,0.32669724545839335,-0.04602235909681218,-0.009426798705781407,-0.01206149194291939,0.021726475909386145,0.052688734119673675,0.04668756970107308,0.03290092000985499,0.05076115127071672,-0.06531615910884088,-0.015115930678717509,0.22629444445116234,0.02276786607618616,-0.0021220119599853907,0.09423829303135409,0.6365190734958813,0.18072838407475073,-0.006966579458950887,0.20242388377333648,0.0024483110446481757,0.12058710129067139,0.01394678703118213,0.02464096229256814,0.0241387249152655,0.03716641483942118,0.0005114998374193408,0.007081200877589323,-0.0006670644466557421,-0.00836679467537895,0.0029895680558016564,0.004559548928479054,-0.00043962915550595574,-0.004187893683372407,0.0013650106168544545,-0.003270502929835212,-0.0005314765253420835,0.009068444053615975,-0.00025642927676822885,-0.0014013240460670155,0.0004430231631590612,-0.000782105348095064,-0.00037910837913571107,-0.0021538957155992355,0.0031624049904088545,0.04164959720624021
name_length,0.024857659469921578,0.057597676844150444,0.05554667027966337,0.04765373265723788,-0.01491245316798323,-0.00876325217573104,0.030582818859393894,0.007651226716772611,-0.0014199275612612056,-0.003306451379335513,-0.009525885914492938,-0.004344067450173489,-0.007726044388310822,-0.014184023716659278,0.002479464705892033,0.010611342637598588,-0.0013631547859194876,-0.020386092827505135,0.003183496375061552,-0.006453268396317295,-8.822382444321e-05,-0.008126360364683807,0.019212249206578852,-0.023588253854772655,0.016911021986545857,-0.014488643830410063,-0.012552979888016264,-0.05061986337962984,0.06879100618358878,0.13714886304744975,0.4001248751434192,-0.3602016772879998,-0.03550379101691302,-0.028257403748083776,0.11624567836768404,0.1427719535095374,0.08949290855038625,0.07405198859295359,0.0722714755472372,0.032771906666217605,0.013262009473171237,0.11287500863115046,-0.034213815652658276,-0.1631222701571408,0.04424386335495119,-0.07951142856938018,-0.04635102683434877,-0.0431237431210687,-0.06895916728113566,-0.03081719299988664,-0.05079855141371359,0.024102739588749707,-0.00013859115313022072,-0.02022958505766319,-0.008375512494880569,-0.005733067605664655,0.07499021114609647,-0.03561488641633336,0.1000202619988827,-0.05264400322265046,-0.030903169373878218,-0.00150496286606221,0.2594631187723081,0.026663920898428936,-0.08458554691279478,0.018223279423869365,0.09754233295264306,-0.09569329509641947,-0.027053808907256886,0.08910427710078564,-0.6513206140803739,-0.026085500234659734,0.051725646069622586,0.02171969967289193,0.017004539134491393,-0.007216300834678552,0.004242612163528437,-0.00566929586187076,0.004171278632058985,-0.004947358927626672,0.0049746155924408585,0.0127069324319341,0.0017978742953341877,-0.002359350740905406,0.008004926326229875,-0.004439213020314595,-0.0063574481122924235,-0.012001668864960563,0.010352716555525488,-0.0029241754956050477,0.051507291664782004
creation_to_launch_days,0.005579161859847914,0.05881447879304949,0.05060065932563896,0.03485602746522938,-0.003297019064522233,-0.0015400469904664343,0.012948365115225027,-0.0010948888923862365,0.005651874726363609,0.002168428390450488,-0.0018114701269247024,-0.005672171051172598,-0.0027849708055592125,-0.0005763115473998992,-0.00013755618088748256,0.005801779027324518,-0.00141782229379106,-0.0004341110172580154,0.007028907665354388,-0.0029941448256391515,0.005969745693422929,-0.0007921513772615185,0.012263879716073933,-0.01903904740839591,0.009005790023744763,-0.001420746522749536,-0.009864889905086646,-0.03780163732169051,0.03632953270118143,0.07858887031051981,0.14933611994128765,0.044058851223977624,0.0851733901423575,0.04676416321370691,-0.16085073455295487,0.1397133794804762,0.24416033115900626,0.2610747580679568,0.1753022477594927,0.00033051897377174566,0.0045192249279340235,-0.014589600221952867,0.004955637306767475,0.24256533275786074,-0.012918489385486571,0.04864255474441827,-0.06862011796688587,-0.04250496762285016,0.015320547749722545,0.10275985840836956,-0.03107135680615051,-0.06500939188631424,0.07761793155437244,0.023318730364713894,0.017219955998141023,0.0263450607399253,-0.07850820914036544,-0.05607786935945007,-0.025483164200750363,-0.0055061149326234154,-0.027266281094905684,0.022792420055825213,-0.09300664181535817,0.6891827483578497,-0.05570775332796181,0.047803766855541815,0.11029379082051716,0.351863298159228,0.0657633503522546,-0.09756961897321731,0.052069704030530795,-0.0006720913082870067,-0.013994263513518103,0.006330699286535112,-0.014488496581822163,0.0008983327568195636,4.31699525095669e-05,-0.00018905371522695558,-0.0036985363710477365,-0.003346769459675096,-0.002542538242098623,-0.010360522383514058,-0.0027810334370164946,-0.0013148998976185364,-0.0025004269535406215,0.0025911156165458124,0.002842106140274636,-0.002795415258649514,0.0009354458742340671,0.0002862690938684291,0.04858372951578503
campaign_days,-0.00598698049076396,-0.05307723578479151,0.0010173189626104528,-0.016089207816865903,-0.02823848757844749,-0.00737189829670476,-0.0035319317720872434,-0.02391259274593703,-0.0017644989717649495,-0.03235370259147896,0.005960557632970848,0.0170721513644769,-0.030089995961416045,-0.03135715204298234,-0.03338709837503898,0.03164077705498425,-0.014640178250597158,0.0004679906700113118,0.00851384903069304,0.014539054817527281,-0.044172827955526295,-0.017040230328897517,-0.011832456920827768,0.023758575348659737,0.030151029793120312,0.06583167466598232,-0.014491624881319436,0.016777427290043348,0.005086445102769044,0.05178382407827913,0.23229348976080227,0.21030694167417308,0.35749759302070827,-0.06726655479206872,0.048522338108126464,-0.11637765978141755,0.0012210750299298156,-0.13913291082516177,0.014297589533868517,0.10215469221385479,-0.08473343363180133,-0.003772808342200947,0.0940341466631094,0.1311825632841344,-0.05883639799224297,-0.08571966681911444,0.11136308233765774,0.026549011433938216,-0.04698710799074564,-0.010562152982498392,-0.016487610924288024,-0.04745659115118565,0.06277314600638076,0.013512848465308779,0.03844236301538283,-0.01956326390269144,6.686256077179098e-06,0.08085501221629672,0.003517241741897492,-0.01711375206335415,0.004225702407922145,0.029244849497328723,-0.12492054266222613,0.16251543104356947,-0.017640712981067314,-0.1426196539376716,-0.676685376548934,-0.14618156177358962,-0.14802293232947822,0.08464837273470736,-0.15309504679052177,-0.092980020091453,0.02382882958126046,-0.0022989431841046945,0.13235636485603766,-0.01737953170943947,0.012552757166800585,-0.006249382822774138,0.00918436412839613,0.008472772276602952,-0.0237724541384461,-0.026166504658889325,-0.0139995164733581,0.02775697686602778,-0.003764065171167036,0.013663411170453953,0.008421266942227314,0.02082306946604086,-0.018297922700872743,-0.003682917903443675,0.05599921958392006
category_art,-0.044482851578213356,-0.01378353774509157,-0.026148433891286738,-0.010241807627843325,0.008940796248151639,0.008435259821183566,-0.002328964498465723,0.012628613106940134,0.00907628354134147,-0.0006642518824295776,-2.1025685587205967e-05,-0.009740321838247919,0.0043733636246398614,-0.009176246234250828,0.01148410391583413,-0.004998452001932108,0.0004902823827521371,0.006466852776923139,0.0019527570863831336,-0.0023925755227080098,-0.00024118152673845844,-0.009092222809553269,-0.007176017990355626,0.015601943276676744,-0.0038441061567344136,-0.017183426046883356,0.008902726177814735,0.0083498090957881,0.0053392125659456335,-0.010497656042271597,-0.12483143232825565,0.02384777720372888,-0.40974753511496415,-0.04244755210263505,0.6028433299042703,-0.33262279684288887,0.007287331213734226,0.21435018971541175,0.05883498975302074,0.32240335645754387,-0.09083090972881144,0.06408962846177918,-0.04540523306201322,0.04353788297172853,0.00791319884745809,-0.06386335413122603,-0.022381237858270748,0.016901379669525925,-0.013897496439817351,-0.002722469798496138,-0.01956632851119367,-0.0016050788094251998,-0.04608697499166321,-0.0006163530823859193,-0.014510145372419233,0.02625271180315314,0.004486258112747882,0.004317240653554068,0.054511358825356813,-0.006139353077852523,-0.04737500643956894,0.02574281372766618,-0.01336576673677338,0.15552561480275556,-0.027474007611166563,-0.020416350267647376,-0.10936331172285808,0.08707717948954602,0.014889065514917673,-0.017332944121875842,0.003523715283564599,0.003558518304726803,0.0035433661878843843,-0.006098713700396066,-0.0039876040622333075,-0.002549413326449715,-0.0007060525735705647,-0.001543221077426174,-0.004815713517823689,0.0030795559017312846,0.0007088791653218629,0.0016473595320734558,0.0007984432519221873,-0.0015663767216873292,-0.0030311024819149046,0.0019869442362946688,-0.0021858653512664555,-0.000506625898381366,0.0010712213593028208,0.0024243894039277653,0.03923112343685527
category_comics,0.0034807138099823276,0.0598927493869833,0.051879762414399844,0.047000398318646636,0.01807982345435144,-0.007841735318071544,0.028747604237050813,0.018549147959220372,-0.0006757035096646574,-0.005651462407653287,-0.020128217041503166,-0.026886710403572517,0.014939692766443816,-0.006772336020164804,0.023367317969365087,-0.0016917740094192085,-0.03436200489051028,0.01924002711025463,-0.007934133412485608,-0.002400030078531422,0.0071165508371451025,0.017321390886955487,-0.01543384552741799,-0.00750128751506967,-0.022376029691931067,-0.014217108352101403,0.0011966724864980183,0.023149297499901682,-0.016439269971870306,-0.02929533598174519,-0.003110242836811338,-0.08410843470790022,-0.012908591199595587,0.03544107752249726,-0.1041563672806281,-0.12394520647626464,0.2540472954230427,0.23116873352980827,0.18200571091684925,-0.020852864824538585,0.43441256346921053,-0.3321669887535961,0.24251935599612848,0.0970982992384126,-0.07426529858512285,-0.018754282385046818,-0.007819186859201698,0.11928043075404204,0.030035059672905984,0.010748161578813491,-0.029536812224777158,-0.04389134798549757,-0.09394239782760581,0.010498882368858813,-0.03732667187504957,0.14463256953059642,-0.019363292389867788,-0.17751797538100444,-0.17766149353755223,0.0790448071778915,0.34227224665290773,0.1476273410081991,0.09992620176713701,-0.2552831229163448,0.0534056142485618,0.07193916483571783,-0.1837033217434054,0.046431959633886376,-0.01249799416901303,-0.006442014013211719,-0.0693382447906552,-0.029328312038014392,-0.0016070159304514414,-0.013099745156467545,0.006677309890410911,-0.0019670457628285527,0.01900747345621622,-0.00612377323575437,-0.008249172313035841,-0.005140229368555564,-0.007440113314122459,-0.005381555971041989,0.00413771053512205,-0.0017003669544542015,0.004545981236530378,0.00038792196026820897,-0.003852711353821552,0.0029319009454725348,0.005862899972787147,-0.0006581221925694089,0.05780883469938881
category_crafts,-0.013382271241287477,-0.016438026308904348,-0.007993439252990953,-0.028340789516873466,0.025167129944427935,0.010597149425627311,-0.011228447884212671,-0.0029155773068665763,0.002801776441349324,-0.00013126205822338102,0.0010179321653669138,0.012689197298253546,0.012970754358973572,0.018536719067053592,0.005983160403366897,-0.002145362869731625,0.006959667742876291,0.010936027308664081,0.006346253831948841,-0.009909448007549225,-0.0015086846035669444,0.0036857813885699635,0.0034091423687626536,-0.004122259641444398,-0.014955881100091911,-0.012038394891728858,0.00793022506089939,0.012836524512481969,-0.012673421796423397,-0.029386269691249606,-0.076589688599668,0.029906401128872058,-0.11925497330475504,0.019103364788649116,-0.04757867005527245,0.017319296093174598,-0.06833480982507656,-0.18704470694076208,-0.06421409332007016,-0.243983506196367,0.146427398390282,-0.5823624675734521,-0.3289816212722077,-0.2093763954288531,0.10623655989469856,-0.21714052186606556,-0.0026776786302150912,-0.11758937302343951,-0.005270359820867949,0.009550434496985356,-0.11410910527300108,-0.030839386882612244,0.07989913584128343,0.04543587372783294,-0.018322595300309087,0.13654658257208052,0.14029561252947315,0.1591022503332955,0.05247543703224444,-0.0516821346544058,-0.23626426109981274,0.0912900059678081,0.12281857789234683,0.21886222738084568,-0.08508778616710475,0.06657345266984817,-0.12496790185407702,0.017006243332589207,-0.020088777472260635,-0.009029452988811741,-0.030934668003561566,-9.861540861245965e-05,-0.008589155849642455,-0.006621546590206001,-0.0038616346269768065,-0.00021026419908810184,0.007060648642201545,0.002264773537860837,0.000596738687702103,0.0006423107799056749,-0.005370334572241953,-0.010033158301100603,-0.003284504956995827,-0.0005544308549587929,-0.004331262748277415,0.0034595903542136916,0.0013876636666922057,0.00425970968336873,-0.0044049406790955675,0.004034392268150102,0.05367418270580441
category_dance,-0.033992604198465726,0.025463601245353632,0.009987174777297714,0.033098357012104014,-0.009571352948300846,-0.005180180701612969,0.01423646948752846,0.020155282504433533,-0.007882446684753824,-0.00789054365371992,-0.010839679615190584,-0.024678737623752223,-0.007989426397505444,-0.014995185423342071,0.010364883844808296,0.008841662033441298,-0.011761459349520692,-0.00031422659228275834,0.009095843943832796,0.0044606332146227105,-0.004710328178289189,-0.007718447672990993,-0.01022480438077759,0.0050951552850823575,0.0021233779460744923,0.01299941277913356,-0.005179943170253887,-0.0004010465381718564,-0.005987421364917089,0.010211779617727235,-0.037630544657612335,0.01471109985868227,-0.062207854747184654,0.023979046822043895,0.03258440536029901,-0.012470684374279032,-0.008359415764920462,-0.07847824216863203,-0.05231371194067298,-0.2522908298632486,-0.00447166743284607,0.048351010319034084,0.11125742964897664,-0.5141867754731526,-0.23227969074187127,0.38352989835362955,0.3570673638948007,0.15376427053595437,-0.08359929237648484,-0.16902951303407804,0.06741266435099154,-0.09318039801153377,-0.042896307970878435,-0.1496154764302122,0.06507105814330648,-0.10127859257400845,-0.04180002668154413,-0.18439716562084527,0.155194896064631,0.02036398716470167,0.10531379639336849,0.14968728080307644,-0.11378193540260476,0.2014077541622778,-0.0035415786471328092,0.010840550600465834,-0.06590070133234573,0.14450223873200568,0.0021860713914622484,-0.005861531029868885,-0.045355452458915674,0.006734926165046063,0.021764898161731012,-0.008965250342286717,0.005041271075556348,0.008789490740125392,-0.0026986620208636763,-0.0014844764012971329,0.002740670545895007,0.0011448258882306162,0.016264341409465644,0.014195157445248074,0.0017937830756057163,0.0007316534309708411,0.009233521437574083,-0.005322106606303251,-0.009758986908218713,-0.002618917267970977,0.001914938597828042,0.0028578371290133367,0.05401843771299
category_design,0.05382111980811034,0.008025022079916726,0.008763996640636706,0.012491123980724786,0.014034502914267388,0.010750355211768592,0.012308512668471779,-0.01696586194348358,0.0048712951066460786,0.0032746947240067455,0.01779613846320829,0.02871183526445665,-1.274308693768704e-05,0.030732585511135918,-0.0021853068825499894,0.0026281772306397666,0.025206363217391503,-0.00040224165650121213,-0.0033814757161337167,-0.00687400544179672,-0.009221663350925037,-0.007144705025469995,0.03153006368964548,-0.008713202419204036,0.015906869957844273,0.002033947361655075,0.0036494131109938432,-0.01571797813909962,0.010367030181234265,-0.03947859660975575,0.08467891212345081,0.03210578457956495,-0.1541974386848972,0.2792198555416364,0.04970147501929023,0.3612037521783616,0.24442106307929062,-0.3007866707900366,-0.2480686899956033,0.3002430436793396,0.18908045142792945,0.08098572534050183,0.06149785641327452,0.043004590050717384,-0.016448782990874045,-0.023473133973906136,0.08509245171393273,0.03179169643876234,0.004734112436513732,-0.008913846551991244,0.020741907682085822,-0.010870346203433657,0.007031526120180166,-0.007897255207406188,0.03245947553832042,-0.0002794046002659717,0.0019835439431829076,0.08693692931938206,-0.05091770846347926,0.05402795038866695,0.16049533218253256,0.03575115298215763,-0.0884928679133713,0.08248230501529724,-0.41316574981954385,0.1526293219382312,0.0496532750796391,-0.24366969304797273,-0.05486319908714383,0.08888372101511602,0.16200938623955272,0.006594592654221548,0.02586062135730781,0.015452884532079617,0.010309457138559547,-0.0019169032693986468,-0.0072458757331903545,-0.0033760490838569968,0.0034990042789172157,0.005154396712821939,0.004672128950982714,-0.0008920160063632663,-0.003068541050813447,0.0007189679339208305,0.0006242922422787026,-0.0016803664465989201,-0.0029065443536591684,-0.006173531096315368,0.001707970964707206,-0.002735806073790467,0.05462757957856924
